id,codice,descrizione,prezzo
,122106003,CARROZZINA IMBOTTITA AUTOSPINTA,382.38
,122106006,CARROZZINA IMBOTTITA AUTOSPINTA,355.37
,122106033,CARROZZINA PIEGHEVOLE USO INTERNO,392.99
,122106036,CARROZ. PIEGHE. TELAIO STABILIZZANTE,473.38
,122106039,CARROZ. PIEGHE. TELAIO STABILIZZANTE,473.38
,122106042,CARROZZINA PIEGHEVOLE DI TRANSITO,465.1
,122106045,CARROZZINA PIEGHEVOLE DI TRANSITO,465.1
,122106060,CARROZZINA PIEGHEVOLE SUPERLEGGERA,1607.8
,122109003,CARROZZINA IMBOTTITA AUTOSPINTA,382.38
,122109006,CARROZZINA IMBOTTITA AUTOSPINTA,355.37
,122115003,CARROZZELLA CON TRAZIONE A MANOVELLA,516.25
,122115006,CARROZZELLA CON TRAZIONE A MANOVELLA,516.25
,122127006,CARROZ. ELETTRICA PER USO INT./EST.,2843.52
,122127009,CARROZZINA ELETTRICA PER USO ESTERNO,4232.45
,122130003,MOTOCARROZZINA A TRE RUOTE,1637.61
,122130006,CARROZZELLA CON MOTORE A SCOPPIO,1457.13
,122403103,AGG. SISTEMA MONOGUIDA UNILATERAL,159.2
,122403106,TELAIO CROCIERA PER RIDUZIONE INGOMB.,73.65
,122403109,AGG. PEDANA REGOLABILE,82.58
,122403112,AGG. SISTEMA MONOGUIDA UNILATERALE,183.8
,122403115,AGG. CINTURINO FERMAPIEDI/TALLONE,18.63
,122403118,STRUTT.DOPPIA CROCIERA RINF.SUP.100kg,52.64
,122403121,STRUTTURA LEGGERA NON SUP. 15Kg,186.34
,122403124,AGG. MANUBRIO SNODABILE,43.41
,122403127,AGG. AVVIAMENTO ELETTRICO,237.11
,122403130,AGG. PARABREZZA,74.16
,122403133,SEGNALATORI DI DIREZIONE (DUE PAIA),105.49
,122403136,AGG. RETROMARCIA,0
,122403139,AGG. ALTEZZA-PARABREZZA ANTIGRAFFIO,0
,122403142,AGG. CAPPOTTA RIGIDA SMONT. VETRORES.,0
,122403145,AGG. COMANDO ELETTRONICO A BOCCA,209.8
,122403148,AGG. COMANDO ELETTRONICO A MENTO,170.91
,122403151,AGG. COMANDO ELETTRONICO A PIEDE,170.91
,122403154,AGG. COMANDO ELETTRONICO TAVOLO,154.87
,122403157,TELAIO VERT. CON AZIONAM. ELETTRICO,865.35
,122403160,AGG. SCHIENALE E POGGIAGAMBE ELETTRO.,402.38
,122403163,AGG. TELAIO PER TRASPORTO IN AUTO,745.28
,122403503,RIP. REV. DISPOSITIVI MOVIMENTO,0
,122403506,RIP. SMONT. E RIM. PARTI IN SOSTITUZ.,0
,122403509,RIP. APPOGGIAGAMBE ESTRAIBILI,0
,122403512,RIP. APPOGGIAGAMBE INCLINAZIONE REGO.,0
,122403553,RIP. REVISIONI DISPO. DI MOVIMENTO,40.93
,122403556,RIP. SMONT. E RIM. PARTI SOSTITUIBILI,24.55
,122403559,RIP. APPPGGIAGAMBE ESTRIBILI COMPLETE,43.07
,122403562,RIP. APPOGGIAGAMBE INCLINAZIONE REGO.,77.52
,122403603,RIP. REV. DISPOSITIVI MOVIMENTO,64.74
,122403606,RIP. SMONT E RIM. PARTI IN SOSTITUZ.,48.3
,122403609,RIP. APPOGGIAGAMBE ESTRAIBILI,42.34
,122403612,RIP. REGOLATORE ELETTRONICO INTEGRALE,677.5
,122406103,AGG. CINGHIA PETTORALE,20.89
,122406106,DIVARICATORE IMBOTTITO REGOLABILE,34.45
,122406109,AGG. CUSCINETTO DI SPINTA TRONCO,28.97
,122406112,AGG. SCHIENALE PROL. O POGGIATESTA,47.77
,122406115,AGG. PROTEZIONE LATERALE,44.54
,122406118,AGG. BRACCIOLI REGOLABILI (PAIO),44.91
,122406121,VARIAZIONE LARGEZZA INF.40CM 45-50CM,66.65
,122406124,VARIAZIONE LARGHEZZA SUPERIORE 50 CM,88.78
,122406127,AGG. IMBOTTITURA INTERNO FIANCHI,30.29
,122406130,AGG. RIVEST. SEDILE IMBOTTITO,0
,122406133,AGG. SEDILE SENZA CUCITURE,0
,122406136,AGG. CINGHIA PETTORALE,27.93
,122406139,AGG. CINGHIA A BRETELLAGGIO IMBOTTITA,65.19
,122406142,AGG. DIVARICATORE IMBOTTITO AL SEDILE,27.93
,122406145,AGG. DIVARICATORE IMBOTTITO AL TELAIO,74.53
,122406148,AGG. CUSCINETTO SPINTA TRONCO,73.29
,122406151,AGG. CUSCINO PER LORDOSI,49.99
,122406154,AGG. PROTEZIONE LATERALE,46.55
,122406157,AGG. SCHIENALE PROLUNGATO,55.9
,122406160,BRACCIOLO REGOLABILE ALTEZZA(AL PAIO),42.11
,122406163,AGG. SCHIENALE REGOLABILE,116.64
,122406166,AGG. SEDILE FORATO CON DISP. W.C.,50.61
,122406169,AGG. SEDILE RIGIDO IMBOTTITO,41.94
,122406172,BRACCIOLO RIDOTTO PER TAVOLO,29.62
,122406175,AGG. VARIAZIONE LARGHEZZA,83.82
,122406177,AGG. FIANCATA RIBALTABILE,32.9
,122406178,AGG. BRACCIOLO RIBALTABILE,62.13
,122406181,AGG. FIANCATE CHIUSE,57.2
,122406184,AGG. PORTAPACCHI,49.61
,122406503,RIP. SEDILE IMBOTTITO FONDO RIGIDO,0
,122406506,RIP. SCHIENALE IMBOTTITO FONDO RIGIDO,0
,122406509,RIP. PARTE IMBOTTITA DEI BRACCIOLI,0
,122406553,RIP. SEDILE IN MATERIALE LAVABILE,38.73
,122406556,RIP. SCHIENALE IN MATERIALE LAVABILE,38.73
,122406559,RIP. PARTE IMBOTTITA DEI BRACCIOLI,12.89
,122406603,RIP. SEDILE RIVES. MATERIALE LAVABILE,38.11
,122406606,RIP. SCHIENALE RIVES. MATERIALE LAVA.,38.11
,122406609,RIP. PARTE IMBOTTITA DEI BRACCIOLI,16.95
,122409103,DISPOS.TRAZIONE A MANOVELLA,148.82
,122409106,AGG. ANELLO AUTOSPINTA AL TIMONE,12.95
,122409603,RIP. MOTORIDUTTORE CARROZZINA ELETTR.,423.44
,122415103,AGG. TAVOLINO NORMALE,26.49
,122415106,TAVOLINO INCAVO AVVOLGENTE E BORDI,52.76
,122415109,AGG. TAVOLINO NORMALE,37.27
,122415112,AGG. TAVOLINO CON INCAVO E BORDI,74.53
,122418103,AGG. FRENI A TAMBURO,0
,122421103,AGG. 4 RUOTE DIAM.200 MM.,45.42
,122421106,DISP. ESTRAZ. RAPIDA RUOTE GRANDI,102.46
,122421109,POS.SPOSTAMENTO PERNI RUOTE GRANDI,36.02
,122421112,POS. SPOSTAM. FORCELLE RUOTE PICCOLE,63.95
,122421115,POSIZ. RUOTE SOTTO SEDILE ING. 55CM,63.95
,122421118,AGG. FORCELLA E AMMORT. IDRAULICI,0
,122421130,AGG. UNICICLO FRENO,FANALE,SE. ACUST.,890.97
,122421503,RIP. RUOTA GRANDE MAX. 650MM.,0
,122421506,RIP. RUOTA PICCOLA 200MM.,0
,122421553,RIP. RUOTA GRANDE MAX. 650MM.,43.07
,122421556,RIP. RUOTA PICCOLA MAX. 200MM.,17.22
,122421603,RIP. RUOTA MOTRICE COMPLETA,67.78
,122421606,RIP. RUOTA COMPLETA MOTOCARROZZINA,139.72
,122421609,RIP. RUOTA COMPLETA MOTOCARROZZINA,165.17
,122424603,RIP. BATTERIA DA 12V. CON ELETTROLITA,67.78
,122703003,PASSEGGINO CHIUDIBILE AD OMBRELLO,293.81
,122703006,PASSEGGINO RIDUCIBILE E/O CHIUDIBILE,683.46
,122703103,AGG. RIDUTTORE LARGHEZZA SEDILE,43.3
,122703106,AGG. CUNEO DIVARICATORE,50.48
,122703109,SCOCCA RIGIDA IMBOTT. SUPPLEMENTARE,129.5
,122703112,POGGIAPIEDI REGOLABILI E RIBALTABILI,42.81
,122703115,AGG. CINGHIA A BRETELLAGGIO IMBOTTITA,65.19
,122703118,AGG. DIVARICATORE IMBOTTITO REGOLABIL,41.94
,122703121,AGG. CUSCINETTO DI SPINTA LATERALE,49.99
,122703124,AGG. TAVOLINO NORMALE,37.27
,122703127,AGG. TAVOLINO CON INCAVO E BORDI,74.53
,122703130,AGG. CINTURINI FERMAPIEDI(PAIO),16.78
,122703133,POGG.TESTA REG. ALTEZZA,PROTEZIONI,63.95
,122703136,AGG. CUSCINO PER LORDOSI,49.54
,122703139,AGG. REGOLAZIONE ALTEZZA SCHIENALE,55.9
,122703142,AGG. REGOLAZIONE PROFONDITA' SEDILE,41.94
,122703145,AGG. REGOL. LARGHEZZA FIANCHETTI LAT.,66.03
,122703148,AGG. SUPPORTI LATERALI TRONCO (COPPIA,66.03
,122703151,AGG. BASCULAMENTO SISTEMA DI SEDUTA,135.5
,122703503,RIP. REVISIONE DISPOSITIVO MOVIMENTI,32.37
,122703506,RIP. SMONT E RIM. PARTI IN SOSTITUZI.,16.44
,122703509,RIP. SEDILE IN MAT. LAVABILE O SINTE.,59.27
,122703512,RIP. SCHIENALE MAT. LAVABILE O SINTE.,59.27
,122703515,RIP. APPOGGIAGAMBE A PEDANA REGOLABI.,50.84
,122703518,RIP. APPOGGIAGAMBE CON INCLINAZIONE,76.22
,123009103,AGG. SUPPORTO PER ALZARSI DAL LETTO,98.13
,123012006,MONTASCALE A RUOTE,3150.39
,123603003,SOLLEVATORE MOBILE + STRUTTURA BASE,543.93
,123603006,SOLLEVATORE MOBILE,877.98
,123603103,AGG. IMBRACATURA AD AMACA,56.81
,180918003,SEGGIOLONE NORMALE,318.5
,180918012,SEGGIOLONE POLIFUNZIONALE,1277.14
,180918103,AGG. CINGHIA PETTORALE,20.89
,180918106,AGG. CINGHIA A BRATELLAGGIO IMBOTTITA,0
,180918109,AGG. CINTURINO FERMA PIEDI,9.4
,180918112,AGG. DIVARICATORE IMBATTITO,34.99
,180918118,AGG. CUSCINETTO SPINTA LATERALE,29.23
,180918121,AGG. POGGIA TESTA IMBOTTITO,25.05
,180918124,POGGIATESTA IMBOTTITO PROTEZIONI,29.75
,180918127,SCHIENALE RIDUCIBILE IN ALTEZZA,51.18
,180918130,PEDANA CON REGOLAZIONE FLESSO-ESTENS.,20.89
,180918133,BASCULAMENTO/ASPORTAZIONE SCOCCA SUP.,90.35
,180918136,TELAIO REGOLABILE IN ALTEZZA,40.72
,180918139,POGGIAGAMBE A CASSETTA,101.33
,180918142,POGGIAPIEDI INTERO RIBALTABILE,31.87
,180918145,BRACCIOLI REGOLABILI IN ALTEZZA PAIO,45.94
,180918202,SIS. BASCULANTE SCHIENALE E POG.GAMBE,46.55
,180918205,POG.TESTA REG. ALTEZZA,PROF,INCLINAZ.,82.58
,180918208,PROLUNGA DELLO SCHIENALE REGOLABILE,51.28
,180918211,CUSCINETTO SPINTA LATERALE,INCL.REGOL,59.27
,180918214,,88.55
,180918217,PEDANA UNICA CON REGOL. INCLINAZIONE,111.8
,180918220,PEDANA SING. MULTIFUNZIONALE,158.13
,180918223,DIVARICATORE ANATOMICO IMBOTT. REGOL.,51.28
,180918226,CINGHIA CON BRETELLAGGIO,69.91
,180918229,TAVOLINO INCAVO E SUPP. AUTOLIVELLANT,121.09
,180918232,AGG. REGOLAZIONE FIANCHI E BRACCIOLI,83.82
,180918235,AGG. BASE PER ESTERNI,437.85
,180939003,SISTEMI POSTURA MODULARI X INTERNO,618.73
,180939006,SISTEMI POSTURA MODULARI X ESTERNO,642.26
,180939012,UNITA' POSTURALI PER BACINO,508.1
,180939015,UNITA' POSTURALI,627.11
,180939018,UNITA' POSTURALE PER TRONCO/BACINO,933.36
,180939021,UNITA' POSTURALE PER TRONCO/BACINO,1434.36
,180939024,UNITA' POSTURALE PER IL CAPO,235.13
,180939027,UNITA' POSTURALE PER IL CAPO,363.66
,180939030,UNITA' POSTURALE PER ARTO SUPERIORE,180.98
,180939033,UNITA' POSTURALE PER ARTO INFERIORE,229.79
,180939036,UNITA' POSTURALE PER ARTO INFERIORE,333.31
,180939103,AGG. REGOLAZIONE DELL'INCLINAZIONE,84.16
,180939133,AGG. REG. LUNGHEZZA SEDILE,152.06
,180939136,AGG. REG. ALTEZZA DELLO SCHIENALE,152.06
,180939139,AGG. ELEMENTI CONTENIMENTO LATERALI,106.06
,180939142,AGG. STABILIZZATORE PETTORALE,257.6
,180939145,AGG. CINGHIA A BRATELLAGGIO,106.06
,180939148,AGG. PELOTTA TORACALE,135.94
,180939151,AGG. PELOTTA FRONTALE CON SNODO,148.56
,180939154,AGG. APPOGGIO PALMARE DI VARIE FORME,33.66
,180939157,AGG. CUNEO DIVARICATORE ANATOMICO,139.72
,180939160,AGG. REGOLAZIONE LATERALE DIVARICATO.,42.89
,180939163,AGG. CINGHIA PELVICA,106.06
,180939166,AGG. REG. DELL'INTRA/EXTRA ROTAZIONE,58.94
,180939169,AGG. POGGIAGAMBE A CONTENIMENTO LATE.,126.27
,180939172,AGG. TAVOLINO INCAVO E REG. ALT. INC.,265.14
,181207003,LETTO A MANOVELLA REGOLABILE MANUALM.,232.41
,181207006,LETTO A DUE MANOVELLE REGOLABILI MAN.,284.05
,181207006,LETTO A DUE MANOVELLE REGOLABILI MAN.,284.05
,181210003,LETTO ARTICOLATO ELETTRICO,0
,181212103,BASE ELETTRICA PER LETTO REGOLABILE,0
,181212106,BASE PER LETTO REGOLABILE IN ALTEZZA,309.87
,181227103,SPONDE PER LETTO,98.13
,183012003,MONTASCALE MOBILE A CINGOLI,3718.49
,211506003,MACCH. DATTILOBRAILLE CM 22X35,416.52
,214206006,PANNELLI DI LETTERE O SIMBOLI PER LA,1231.47
,243603103,SET DI RUOTE (4 PZ) PER MOVIMENTAZIO.,0
,091203003FIOTO,SEDIA X DOCCIA ASL/FIOTO RUOTE 100,302.64
,091203103FIOTO,AGG. RUOTE CON DIAMETRO MM.600,723.04
,091224003FIOTO,RIALZO STABILIZZANTE PER WC,154.94
,181207006*,LETTO A DUE MANOVELLE REGOLABILI MAN.,284.05
